published_date,open,high,low,close,per_change,traded_quantity,traded_amount,status
2026-06-15,753.00,760.00,735.50,742.40,-1.41,14877.00,11106610.40,-1
2026-06-16,736.00,745.00,730.00,732.00,-1.40,16910.00,12433658.40,-1
2026-06-17,733.00,740.00,720.00,728.00,-0.55,13451.00,9794916.30,-1
2026-06-18,730.00,747.00,712.10,720.00,-1.10,22121.00,15917006.10,-1
2026-06-19,720.00,729.90,711.00,728.00,1.11,13271.00,9535865.00,1
2026-06-22,691.60,735.20,691.60,716.20,-1.62,15332.00,11068062.00,-1
2026-06-23,725.00,725.00,693.00,695.00,-2.96,17245.00,12096423.70,-1
2026-06-24,680.00,700.00,651.00,690.00,-0.72,21774.00,14781059.80,-1
2026-06-25,669.40,688.00,669.40,679.70,-1.49,7686.00,5220281.20,-1
2026-06-26,662.00,685.70,661.00,673.50,-0.91,15727.00,10550545.90,-1
2026-06-29,707.00,707.00,644.00,648.00,-3.79,16505.00,10736886.90,-1
2026-06-30,648.00,648.00,617.00,620.00,-4.32,12614.00,7905661.90,-1
2026-07-01,610.00,657.70,601.50,648.40,4.58,14520.00,9260700.40,1
2026-07-02,648.00,648.00,624.00,640.00,-1.30,3860.00,2435950.00,-1
2026-07-03,640.00,644.00,621.00,630.00,-1.56,5312.00,3370657.00,-1
2026-07-06,621.40,625.00,612.50,613.00,-2.70,8457.00,5222704.00,-1
2026-07-07,600.00,630.00,598.00,609.00,-0.65,14593.00,8934680.40,-1
2026-07-08,601.10,608.70,590.00,600.00,-1.48,12126.00,7242504.20,-1
2026-07-09,600.00,600.00,580.10,590.00,-1.67,10144.00,5957395.00,-1
2026-07-10,619.50,619.50,582.10,595.10,0.86,9535.00,5664661.00,1
2026-07-13,596.00,600.00,558.20,574.80,-3.41,11523.00,6551789.60,-1
2026-07-14,575.00,575.00,550.10,569.90,-0.85,9433.00,5292111.90,-1
2026-07-15,597.00,597.00,553.10,565.00,-0.86,6589.00,3721538.00,-1
2026-07-16,565.00,574.00,552.60,558.90,-1.08,10156.00,5667314.80,-1
2026-07-17,574.90,630.00,558.90,626.00,12.01,25904.00,15570747.00,1
2026-07-20,625.00,700.00,607.30,675.00,7.83,27332.00,17601657.70,1
2026-07-21,675.00,695.00,660.00,685.00,1.48,37278.00,25267698.60,1
2026-07-22,670.00,710.00,655.50,686.90,0.28,29651.00,20227850.00,1
2026-07-23,668.10,745.00,668.10,745.00,8.46,51184.00,36224648.90,1
2026-07-24,668.10,745.00,668.10,745.00,8.46,51184.00,36224648.90,1
2026-07-27,725.00,740.00,681.00,681.00,-6.33,35961.00,25185076.20,-1
2026-07-28,715.00,715.00,660.00,696.00,2.20,30875.00,21208356.00,1
2026-07-29,716.00,716.00,675.20,680.00,-2.30,10073.00,6944132.10,-1
2026-07-30,682.00,682.00,651.00,678.90,-0.16,24436.00,16262650.10,-1
2026-07-31,661.00,685.00,648.00,680.00,0.16,22151.00,14837824.90,1
2026-08-03,661.00,709.60,661.00,697.00,2.50,46085.00,32043492.40,1
2026-08-04,731.00,731.00,660.00,660.00,-5.31,10170.00,6858397.10,-1
2026-08-05,646.00,708.00,646.00,699.00,5.91,80355.00,54876971.60,1
2026-08-06,681.00,739.00,670.10,690.00,-1.29,16708.00,11527961.80,-1
2026-08-07,690.00,690.00,660.00,680.00,-1.45,15418.00,10336452.40,-1
2026-08-10,660.00,685.00,660.00,678.90,-0.16,30604.00,20711371.70,-1
2026-08-11,679.00,690.00,661.00,680.00,0.16,17493.00,11778690.30,1
2026-08-12,678.00,680.00,661.30,675.00,-0.74,7484.00,4998762.30,-1
